pickup_zone,count,mean_abs_error,median_abs_error,mean_error,rmse,p95_abs_error
40.61_-73.97,6,0.7285088734227326,0.6008172559901184,-0.4988672117273343,0.8318430454713118,1.3693464073428925
40.65_-73.97,29,0.7282878191475164,0.5003092384074985,-0.08186099088094502,0.9829072878268186,2.3955912015607383
40.68_-73.93,41,0.7255157717970382,0.5057159626671892,-0.07295680822209405,1.0061182372639086,2.006554140963642
40.59_-73.93,4,0.7230474232985262,0.7281811902169499,-0.00513376691842371,0.7805525531710534,1.0679624616769048
40.7_-73.82,38,0.7222452770471194,0.4824136869289142,-0.09588714490644999,0.9879651585695884,1.8870870184627435
40.8_-73.98,34,0.7210297902245721,0.5447598030698237,-0.20563193512184946,0.9405780210997982,2.05631338272663
40.64_-74.02,14,0.7192142984232819,0.4173686350218849,0.025816224194291353,0.9684328576451008,1.9359670383018983
40.72_-73.97,41,0.7156676709775165,0.6169587975401198,-0.0733344597026705,0.8290044535992144,1.4750806872416153
40.73_-73.92,28,0.7118061205597473,0.47207171828644245,-0.04784677717947019,1.0163619771300458,1.467200748096767
40.64_-73.96,30,0.7110348659701475,0.641728145301675,-0.2703758671018729,0.8250177932485931,1.575712015872983
40.64_-74.03,5,0.7093289712259695,0.6005766925119131,0.033395789548108824,0.7331249717436485,0.9693735806669183
40.75_-73.87,38,0.7091600787824843,0.5313024656293633,-0.04872043433767396,0.9103166919252991,1.7711873799191273
40.83_-73.92,59,0.7081470249250481,0.5953879438951282,-0.15655786397540758,0.8471891801628694,1.6692775116901253
40.76_-73.86,34,0.7079438670716727,0.47801302891994923,-0.30469952230736097,0.9410984768708323,2.3195451590295084
40.71_-73.8,15,0.7018721347894695,0.46344285537119845,-0.14003283164075891,0.8431039303631821,1.5468876560759164
40.62_-74.03,21,0.6808449781970056,0.556996582660302,-0.08796336748623393,0.8706298995867799,1.3585547218241856
40.76_-73.87,42,0.6798855300111587,0.5670072006069654,-0.22831528937953335,0.8524167953858441,1.532408798177599
40.63_-73.94,6,0.6771926827821718,0.5017278536027546,-0.4529956217073055,0.8220547147415553,1.4170490409005865
40.71_-73.78,1,0.6723579614718804,0.6723579614718804,-0.6723579614718804,0.6723579614718804,0.6723579614718804
40.74_-73.94,43,0.6651767834887607,0.5606815792734248,-0.08356650095374774,0.8207866501660038,1.6237029471854707
40.86_-73.92,14,0.6648242910954411,0.46800923019172413,-0.1783521758944091,0.9146364421961574,1.7963733822115027
40.71_-73.91,10,0.6641247034888801,0.5974923223434337,-0.41874003746545296,0.7438821212180006,1.2431974395083765
40.83_-73.93,34,0.6628469605063009,0.5227627081511214,0.009982491513004395,0.7948436767678848,1.516394095517394
40.74_-73.87,28,0.6616928133611829,0.549980055704913,-0.23944251281410292,0.828783831680311,1.5666725976245979
40.67_-73.94,48,0.6534081308807492,0.5643918846899809,-0.21997807209764916,0.7783555253476598,1.525525506042156
40.64_-73.99,7,0.6513285085677897,0.4765872212403772,-0.6513285085677897,0.7824187482533447,1.3978085034507515
40.68_-73.92,20,0.6472067052918054,0.4823324801019504,-0.3599030617355981,0.8284332835040807,2.046896986417986
40.81_-73.9,4,0.6458528953262954,0.44262677512520354,-0.6458528953262954,0.75644738737308,1.1989441090952446
40.78_-74.0,4,0.6455320744056741,0.6804153545679884,-0.6455320744056741,0.6718534070202412,0.8318666185668443
40.72_-73.8,6,0.6357978080431792,0.613496928362216,-0.4613268817899716,0.6792280315001612,0.9453443849426741
40.84_-73.84,5,0.6327028730248173,0.5283267400308176,-0.6327028730248173,0.7235117171890448,1.164946366957533
40.79_-73.93,39,0.6297107944459301,0.49118531205895843,-0.2330287414525652,0.8611557209357686,1.5718566170467156
40.87_-73.9,12,0.6258945358708775,0.49535724848359586,-0.38032987179430044,0.7274215345619832,1.3908698079633157
40.64_-73.95,21,0.6249055762790602,0.4765872212403772,-0.21630097283801086,0.7688796805273415,1.5234127787596228
40.64_-73.98,28,0.6243268091662413,0.5111435309820879,-0.1895884502786465,0.736667785009414,1.5656701394714068
40.85_-73.9,9,0.6148018977281405,0.5208905047528896,-0.2058137661478853,0.7185126921762748,1.2246459943640198
40.74_-73.84,16,0.6133552503555267,0.5046526302663651,-0.04295110420465831,0.7264398011750363,1.5074538896344711
40.77_-74.01,1,0.6121041370934872,0.6121041370934872,-0.6121041370934872,0.6121041370934872,0.6121041370934872
40.66_-73.8,37,0.6118012869897078,0.5173688940442631,-0.24982125890484463,0.6917805730244686,1.3425301867557013
40.62_-73.94,7,0.6103249354238629,0.3279411467772484,-0.6103249354238629,0.7559218223362102,1.3545187505503893
40.86_-73.93,49,0.607716441829787,0.5341485404743522,-0.1887101895984634,0.693331981142998,1.2847417476742065
40.63_-74.02,22,0.598312723986534,0.46868969339777544,-0.05695074716229938,0.7480197565742334,1.4752465476138816
40.65_-73.93,6,0.5877727664016253,0.6343878858932596,-0.36051863907512843,0.6202646993397165,0.8065310358299331
40.67_-73.93,36,0.5827191911875234,0.5019282994065946,-0.26777785730006026,0.7012889153015149,1.0035317622251239
40.72_-73.82,18,0.5824892276286119,0.3360201924984466,-0.11056663324579925,0.7590684231848503,1.291135546951906
40.62_-73.93,1,0.5807507761443489,0.5807507761443489,-0.5807507761443489,0.5807507761443489,0.5807507761443489
40.72_-74.04,8,0.580310066341159,0.464578900129341,-0.16256287845370704,0.7462149823892488,1.3861598642400002
40.63_-74.03,18,0.5797191537532529,0.4446530130965478,-0.02294288957750961,0.7467941870180632,1.4449725078457125
40.68_-73.87,13,0.575500737791709,0.49554045441976635,-0.47131497684247026,0.6105927347908797,0.9098468707019114
40.88_-73.9,12,0.5754296476244222,0.5043591251038559,-0.3976744580017117,0.6280340313114035,1.0068446763912926
40.74_-73.85,34,0.5752873912185128,0.42395895570535624,-0.28721177800702813,0.7712363528981353,1.7141245392600664
40.83_-73.89,9,0.5724168439856535,0.5193645920867644,-0.5724168439856535,0.6434925791020645,1.0931656563622085
40.81_-73.92,39,0.5691912950326746,0.4906833261973955,-0.14915670814721396,0.6144400494498146,0.8469083667153278
40.83_-73.91,17,0.5691648721035387,0.4939494216886118,-0.28579652454828686,0.6625262992532132,1.0931199424520035
40.8_-73.91,5,0.5689246346164121,0.5208905047528896,-0.5689246346164121,0.5793050112129894,0.7316992962767482
40.76_-73.83,49,0.5686365009792703,0.520420539722259,-0.34413901170924976,0.6121718755624377,0.9041858876197648
40.82_-73.9,11,0.5679596533917496,0.5369460716690797,-0.2303477813813538,0.6252708110544712,1.0062556826214144
40.63_-74.0,4,0.567126044105339,0.630749633249247,-0.567126044105339,0.5939997457824138,0.7219420161723442
40.82_-73.91,30,0.5669904373926457,0.4205790574570841,-0.06136281770137691,0.7805603738816211,1.736813781711475
40.65_-73.95,20,0.566361923796326,0.4780239301719468,-0.17403039404652287,0.654540625189154,1.108486259406231
40.86_-73.94,18,0.564914995069143,0.5385522833436039,-0.3438727066529527,0.6160009423212691,0.865966911890048
40.67_-73.79,24,0.5598675170060069,0.5430164922593719,-0.442061265085435,0.585256521618453,0.8840454445810261
40.86_-73.91,11,0.559099012664772,0.5283267400308176,-0.42758643658835316,0.576018324708199,0.7603931017213748
40.7_-73.81,40,0.5590612425643542,0.49617290433300754,-0.24753291925370502,0.6457719597064064,1.2311354527931118
40.73_-73.83,5,0.5581232705095132,0.567508933983101,-0.33111969691627274,0.5639728537749149,0.6618639748142707
40.68_-73.91,22,0.5580192976751205,0.5457152853899798,-0.28278054736073216,0.6155349517118539,0.8845952096011849
40.71_-73.83,50,0.5579082539596861,0.5038270956669925,-0.17258801153907904,0.6335566121932575,1.2094782095474927
40.87_-73.88,5,0.5570743439573046,0.6305723838732682,-0.3048453904079973,0.6010826763854205,0.8015794087456978
40.78_-73.9,8,0.5552802066588273,0.5341290806590712,-0.3779533583318436,0.5760579747648921,0.7478817364785457
40.61_-73.96,14,0.5551006501637747,0.4969734952971063,-0.3844338243199664,0.5937423082806127,0.9536320785467243
40.84_-73.87,6,0.5538906048801694,0.4221395299134869,-0.384321204311985,0.655775408870314,1.1196932526396264
40.66_-73.92,6,0.5490279010466946,0.5904785694972606,-0.511836630027381,0.6046442611440356,0.8232327610673871
40.66_-73.94,10,0.5477399213234806,0.4102104983503796,-0.5477399213234806,0.6571163953475915,1.1409046942151233
40.84_-73.92,19,0.5428371326510419,0.491291798295447,-0.22279329036846832,0.6103890192867628,0.9970121948984373
40.72_-73.79,5,0.5412992037849607,0.5726553279701807,-0.5412992037849607,0.5536656857497978,0.6847414330950399
40.74_-74.04,3,0.5338148975627005,0.4489342152031306,-0.04813320512418066,0.5513779076650778,0.7005637063123149
40.72_-73.89,5,0.5321348596669768,0.4439572331477599,-0.5321348596669768,0.5542161283963797,0.7663431977720178
40.63_-73.97,21,0.5321231139576057,0.4836977871016226,-0.30965199019146034,0.6006965458556965,0.7439223619780468
40.6_-73.99,5,0.5268069303701521,0.3797891242524678,-0.5268069303701521,0.5724032549553768,0.8217199675491712
40.66_-73.93,15,0.5227295987505973,0.4689330299063923,-0.5227295987505973,0.5594866997982472,0.83479250416982
40.65_-73.98,27,0.5200454761719365,0.4765872212403772,-0.39427935137377357,0.5559214038754714,0.9056868100817329
40.7_-73.9,15,0.517891639359404,0.437379794240879,-0.33461511839791336,0.5927466008420432,1.0382845556851543
40.84_-73.93,4,0.5137653442723924,0.45267293986439905,-0.5137653442723924,0.5345565156665797,0.7204265497164603
40.67_-73.81,9,0.5121076595094504,0.5119222610364764,-0.27622145153025596,0.5238555548521687,0.6642057145869116
40.72_-73.9,8,0.5105018064632464,0.515346958229819,-0.5105018064632464,0.5216910350252786,0.6507123390378386
40.71_-73.79,15,0.510132459687675,0.4689330299063923,-0.40152389835252544,0.5401261892672774,0.8221079879239725
40.87_-73.91,20,0.5092995909194218,0.46254722655627634,-0.40438679725282267,0.556237686709024,0.7766553964688514
40.65_-74.0,24,0.5083739544331644,0.5710733675130653,-0.4617750001067562,0.5645831050530573,0.8356630112275985
40.72_-73.81,13,0.5082513163637823,0.410082354496742,-0.5082513163637823,0.609936552804341,1.1128839530056538
40.67_-73.92,12,0.5077922415474108,0.4598834824709308,-0.5077922415474108,0.5371207679592104,0.7724245890546692
40.69_-74.18,3,0.5072254333588763,0.461844727828002,-0.5072254333588763,0.5340559583371154,0.7039227642013912
40.83_-73.9,8,0.5064912795158201,0.461106851682179,-0.3309352716365521,0.5333338106463408,0.7793345728600398
40.76_-73.85,4,0.5041673615176977,0.5078013194778901,-0.5041673615176977,0.5047085116117106,0.5278156259399527
40.85_-73.87,6,0.5023867436759127,0.5229883038136512,-0.5023867436759127,0.5209690396150185,0.6951478202761792
40.74_-73.86,24,0.4988066573553225,0.4558735277204451,-0.3863052218756158,0.5310331985346429,0.8108995165008582
40.88_-73.91,12,0.4979872423125544,0.47035866248124647,-0.45596753172564536,0.5171026349549406,0.7535118508378188
40.63_-73.95,13,0.49726229270178196,0.46974144784116034,-0.49726229270178196,0.5376870939019479,0.8638751426114206
40.75_-73.86,22,0.4962495333076498,0.4417366521019854,-0.31993714777944654,0.5532135331709752,0.6702858843716091
40.84_-73.86,7,0.4960355462284595,0.4487872064145928,-0.17152071817540857,0.5132706627072382,0.6846470321474127
40.71_-73.86,17,0.49384341027101947,0.432491066016899,-0.49384341027101947,0.5833240473772998,1.0299716591726717
40.67_-73.9,2,0.4937572666606208,0.4937572666606208,0.13509527636648688,0.5119052373991742,0.615343015390459
40.62_-73.98,4,0.49221016438586374,0.4501887785459754,-0.49221016438586374,0.5170766262479353,0.7060975953494322
40.86_-73.87,8,0.49200648976964356,0.45198489550068444,-0.49200648976964356,0.506028707544549,0.696361143178206
40.8_-73.92,32,0.48736118311676874,0.45990366031044294,-0.33326361014830735,0.5215277808229333,0.7879204364844694
40.76_-73.82,5,0.48715818046658477,0.4010509753187743,-0.48715818046658477,0.514435395730273,0.741909521745862
40.62_-73.96,15,0.48230869572611934,0.4765872212403772,-0.23214176485289736,0.4951594514086159,0.6638693243304571
40.75_-73.83,15,0.48102280447619006,0.4531303802855293,-0.30476114298788837,0.496544756987139,0.6784006878111848
40.62_-73.97,13,0.48062507200585647,0.437379794240879,-0.26773454495551624,0.5123114731421418,0.7438017433865086
40.71_-73.9,19,0.4803127561930922,0.432491066016899,-0.4491107643999143,0.5252542615860022,0.9556354632441237
40.73_-73.81,12,0.4801423631595288,0.4824136869289142,-0.392906900032925,0.501269281098473,0.6867821736550431
40.88_-73.88,11,0.4792158609781268,0.44031351855928547,-0.2639044179808217,0.5010317380517513,0.7192777299475822
40.84_-73.9,6,0.4770036648291363,0.4688889532260071,-0.4770036648291363,0.4962373778761264,0.6843986577810622
40.77_-74.02,13,0.47513026171232736,0.40930510717476265,-0.11971198033630695,0.6124654260867631,1.1468888078891806
40.63_-73.78,4,0.47109890585874403,0.45684934049446013,-0.47109890585874403,0.4763517886830769,0.5653363497420166
40.84_-73.95,29,0.4709472139335398,0.472740067084193,-0.3276066141407049,0.5074591110270125,0.7587745885112704
40.86_-73.9,16,0.4683316747275432,0.4420682625621897,-0.4091581766701105,0.48431514706654927,0.7123108661445765
40.85_-73.92,12,0.46759872689583776,0.4125752499119407,-0.36817127981076053,0.5027246802373839,0.7853220909307765
40.72_-73.87,19,0.46711196565268354,0.4439572331477599,-0.46711196565268354,0.48773969980178156,0.7304498145366457
40.84_-73.89,4,0.46224025968988713,0.46713049788918903,-0.46224025968988713,0.47854477428393,0.6052366675706209
40.73_-73.84,20,0.4620595194918069,0.43085901500322743,-0.3585422568775897,0.4860768019791793,0.7535144686022615
40.6_-73.97,8,0.4600592160396204,0.4569835077406281,-0.16198801503543198,0.47407123695302794,0.6126580679112258
40.68_-73.81,27,0.4587487576652219,0.47138326807524344,-0.21674433308824995,0.4829065529515978,0.6861458454458743
40.73_-73.91,15,0.4567839514729173,0.46974144784116034,-0.20613184584905664,0.48123849667513136,0.690321054857436
40.83_-73.88,8,0.4560237155425774,0.46502366651503724,-0.4560237155425774,0.4802186337695025,0.6740542537952325
40.63_-73.96,12,0.4552246049941724,0.4131632305236351,-0.30913541680339346,0.4782064148661589,0.6826697528157407
40.61_-73.98,6,0.4517810418701849,0.3276749817763248,-0.4517810418701849,0.5140736074607659,0.8546989265815167
40.66_-73.89,7,0.4511148398714248,0.38304120245988016,-0.4184064751702009,0.5060933800100134,0.7847135070714053
40.71_-73.84,1,0.4504343251301015,0.4504343251301015,-0.4504343251301015,0.4504343251301015,0.4504343251301015
40.77_-73.84,9,0.4484360436341572,0.4118640350199081,-0.4484360436341572,0.46464714781171257,0.6600597378994544
40.85_-73.91,20,0.44768809197202836,0.42174084859768,-0.2467965319389965,0.4688408935950289,0.6829364717466251
40.67_-74.01,14,0.44763221410577037,0.508384042470719,-0.19385781883604786,0.5551801154298098,0.8686826174607106
40.88_-73.92,5,0.4475870535075517,0.4068568467231992,-0.4475870535075517,0.4840278426057165,0.7079297597100618
40.89_-73.91,11,0.44729909949990904,0.4118640350199081,-0.44729909949990904,0.46556953375372184,0.6742808889066318
40.74_-73.83,9,0.4450981746192424,0.437379794240879,-0.4450981746192424,0.46079534539325046,0.647203832976673
40.6_-74.0,3,0.44497677166023514,0.4680357902403547,-0.09018945650069317,0.4525141804720327,0.5257664544894172
40.6_-73.96,6,0.443705637978608,0.4545391436286381,-0.23805270546523472,0.4545147679647481,0.5818659034651842
40.62_-74.02,6,0.4430673564655588,0.4047432099290328,-0.4430673564655588,0.49915658004662766,0.768867448752758
40.71_-73.81,25,0.4425577654650933,0.38716920982152403,-0.3648334983858574,0.5098505636850023,0.6354167290869884
40.89_-73.9,6,0.4381856113160311,0.45307906822408395,-0.4381856113160311,0.4486850718544374,0.5384925391528457
40.72_-73.86,10,0.4380697388197853,0.4102104983503796,-0.4380697388197853,0.477064174834819,0.7516546455809379
40.73_-73.89,22,0.43714989924148673,0.4406685136943195,-0.38555817797029573,0.4506183575191511,0.6113201235422268
40.7_-73.83,12,0.43614401880618087,0.4471957791389307,-0.27113612035290674,0.4478840835469852,0.5944204534601183
40.73_-73.9,26,0.43573042249295446,0.3730825438006947,-0.43573042249295446,0.47641591297062175,0.845898232690212
40.61_-74.01,3,0.4343705997078342,0.4471698699306963,-0.32640037887643253,0.48573237488060117,0.669304925144203
40.83_-73.85,13,0.4335472604491767,0.4010509753187743,-0.4335472604491767,0.4509107278635657,0.6213203375928658
40.86_-73.89,8,0.43303734630355073,0.46153571132411453,-0.43303734630355073,0.4405612253923774,0.5177391181027149
40.69_-73.83,14,0.43220103375495006,0.43760767557742475,-0.43220103375495006,0.4495366407076783,0.6393467005645446
40.66_-73.95,27,0.43095744633462396,0.41205891019161944,-0.12612265394120564,0.46413962875194714,0.756655189913221
40.78_-73.93,18,0.42925667529995276,0.40224314640415537,-0.25959224560582705,0.4462121600494178,0.6828445084104928
40.64_-74.0,5,0.42769814233221404,0.45014904432152747,-0.4105166654824446,0.4847468744474511,0.7019770412227743
40.63_-73.98,7,0.42688584132739454,0.38304120245988016,-0.21820427501287787,0.44679628996325144,0.6424837757428294
40.79_-73.92,10,0.4236999569666474,0.41234146142207984,-0.4236999569666474,0.4350913717780705,0.5380801478238414
40.85_-73.89,3,0.42352586883436266,0.4068568467231992,-0.42352586883436266,0.4264033877239945,0.48230067824997586
40.81_-73.91,9,0.4179188112097385,0.46410248142665367,-0.4179188112097385,0.429437706954471,0.5369460716690797
40.67_-73.86,2,0.41115099101575936,0.41115099101575936,0.13841468385413913,0.43382457528323853,0.5357242064844846
40.82_-73.89,9,0.41026199053646806,0.4034353174895364,-0.41026199053646806,0.416705236065529,0.5105716139363701
40.73_-74.05,3,0.4099553843822947,0.2923839093495737,0.0705917389063601,0.4661948953543335,0.6779770073746413
40.88_-73.89,7,0.4085714324834481,0.41328646480397335,-0.4085714324834481,0.4132809263256794,0.48758661530728614
40.9_-73.87,1,0.4068568467231992,0.4068568467231992,-0.4068568467231992,0.4068568467231992,0.4068568467231992
40.69_-73.85,14,0.4064512928465832,0.3956704054108936,-0.4064512928465832,0.43557023403813105,0.6207308592359657
40.7_-73.86,12,0.4030526126882139,0.35628877838383355,-0.4030526126882139,0.4274473414411981,0.6550202069081886
40.77_-73.83,8,0.4027683744115955,0.38789815298257013,-0.4027683744115955,0.4106046139508989,0.5144739700643693
40.67_-73.83,6,0.40248681317254853,0.34927813687414677,-0.40248681317254853,0.4210926477948285,0.6048696058385898
40.75_-73.85,9,0.39902608411796225,0.3913041285617953,-0.39902608411796225,0.4083387031929746,0.5497870319611471
40.78_-73.87,7,0.39099994149458756,0.3535585106142307,-0.39099994149458756,0.39856115758459487,0.5157820214806077
40.7_-73.85,6,0.39090756588686276,0.33810709754543056,-0.39090756588686276,0.4383922305514536,0.703802261156548
40.69_-73.82,3,0.38890604508723303,0.410082354496742,-0.38890604508723303,0.3914076550893162,0.42731250304027446
40.67_-73.84,10,0.3858876682530969,0.4099627330512219,-0.3858876682530969,0.40827485298338173,0.5771275470544376
40.68_-73.84,8,0.3848917532023322,0.31853597982201576,-0.3848917532023322,0.4069754462369286,0.6127127322788419
40.68_-73.88,5,0.38424019731366166,0.34117586101598274,-0.38424019731366166,0.3894491732581592,0.47006122362185376
40.66_-73.91,2,0.38337489348885445,0.38337489348885445,-0.38337489348885445,0.388132102300412,0.43789899918186936
40.76_-74.03,9,0.37395251543869557,0.32075911381607214,-0.263461445246434,0.4437873732001623,0.7369688399765001
40.68_-73.9,3,0.37219897798333695,0.3737261469380695,-0.37219897798333695,0.3735357685642659,0.40644673374087475
40.65_-74.01,28,0.3683499188277239,0.2799756136403886,-0.17226592998437337,0.5217456337155156,0.7108707016864451
40.73_-73.82,6,0.3668999902101347,0.2949372993433017,-0.3668999902101347,0.4078436795138581,0.6239722811154061
40.68_-73.89,5,0.365581131234611,0.32740881677540123,-0.365581131234611,0.3713235146951294,0.44900251743180325
40.75_-74.02,4,0.36527511495399634,0.38382901266147507,-0.2521451577054862,0.378172613399004,0.46413997872264434
40.7_-73.8,7,0.3599339553091972,0.3287449978529642,-0.3599339553091972,0.3678784274455539,0.48491672297727734
40.71_-73.89,2,0.35901686690121726,0.35901686690121726,-0.35901686690121726,0.36011895969452773,0.38435397552949335
40.74_-74.06,1,0.35658893017341975,0.35658893017341975,-0.35658893017341975,0.35658893017341975,0.35658893017341975
40.84_-73.88,4,0.3498349242978609,0.33876568956744835,-0.3498349242978609,0.3646544026023704,0.467033884187113
40.62_-74.0,2,0.3496571438430264,0.3496571438430264,-0.3496571438430264,0.4607080617487163,0.6196448434425357
40.84_-73.85,4,0.34688314791727537,0.3663667780098371,-0.34688314791727537,0.3498379250696519,0.3828916293599963
40.73_-74.02,5,0.34660856594497086,0.32901124845019214,-0.3269332150878467,0.3915335268573531,0.5639616107080456
40.65_-74.02,6,0.343146730173342,0.4184971709012172,0.010244450045462114,0.40546566362560654,0.5752766705053433
40.64_-74.01,5,0.3421524836311762,0.43021905183212783,-0.3419091096930865,0.4389859562268067,0.6280310259001768
40.58_-73.96,4,0.33994441377587303,0.3199100063833844,-0.33994441377587303,0.34442941700820373,0.41692915579230877
40.76_-74.02,3,0.32545819243258317,0.4773118866373087,-0.3109576564171618,0.38992579282310746,0.4773118866373087
40.63_-74.01,5,0.3132788035872699,0.1342476728398052,-0.24737467456515905,0.41075519041108577,0.6721641463008179
40.74_-74.03,7,0.2907734991739249,0.32901124845019214,-0.2907734991739249,0.3346946986912291,0.5100111923718651
40.66_-73.97,1,0.2874665763198243,0.2874665763198243,-0.2874665763198243,0.2874665763198243,0.2874665763198243
40.77_-74.03,1,0.2841373273182727,0.2841373273182727,0.2841373273182727,0.2841373273182727,0.2841373273182727
40.75_-74.03,2,0.15217547019776512,0.15217547019776512,-0.15217547019776512,0.19336581606101566,0.25954726222777463
40.73_-74.03,2,0.14124699063360968,0.14124699063360968,-0.14124699063360968,0.19742350034039513,0.265386082623677
