pickup_date,hour,pickup_zone,actual_demand,predicted_demand,static_price,static_revenue,optimal_price,optimal_revenue,uplift_percent
2015-01-27T00:00:00,23,40.76_-73.92,13.0,12.488882767494328,7.6923075,96.06832657901738,10.769230625,117.3841531037569,22.188193844728826
2015-01-31T00:00:00,5,40.81_-73.97,1.0,5.72823562741297,5.0,28.641178137064852,7.0,35.23506367531572,23.02239630889224
2015-01-28T00:00:00,14,40.77_-73.98,561.0,463.65847301365966,10.892157,5050.240882445044,15.16911775,6292.347858912257,24.595004582550807
2015-01-31T00:00:00,8,40.7_-74.0,1.0,1.4078131121677209,10.5,14.78203767776107,14.875,18.440295031183457,24.74799099535564
2015-01-27T00:00:00,8,40.79_-73.95,13.0,35.15541903741452,10.769231,378.59682851571455,15.07692325,476.20293255126956,25.781014705859757
2015-01-27T00:00:00,23,40.82_-73.95,17.0,11.966699204663952,9.705882,116.14737040996218,13.2794115,140.20239987848217,20.710782675159685
2015-01-29T00:00:00,7,40.83_-73.95,24.0,16.512193826072004,11.875,196.08230168460506,16.90625,246.96972064131543,25.95207141058651
2015-01-30T00:00:00,20,40.71_-73.99,35.0,19.977747625170643,11.771428,235.1666177718672,16.828571,290.4824720718198,23.52198404010469
2015-01-27T00:00:00,21,40.72_-73.99,324.0,244.25270496765293,9.902778,2418.780313194164,13.4270835,2964.851444708586,22.576301309203963
2015-01-28T00:00:00,12,40.64_-73.78,80.0,48.855201187178054,47.91875,2341.0801718880884,64.9390625,2836.780285749655,21.173991382865918
2015-01-29T00:00:00,2,40.69_-73.99,11.0,11.3365415854205,13.045455,147.8903431082318,17.78409125,178.17410703499326,20.477174702744882
2015-01-29T00:00:00,8,40.72_-73.94,1.0,1.909357270098389,19.0,36.27778813186939,26.25,44.33752353318124,22.216722177258415
2015-01-29T00:00:00,23,40.76_-73.87,1.0,1.73669092613315,15.0,26.05036389199725,20.25,30.809908091633066,18.270547848653898
2015-01-30T00:00:00,3,40.77_-73.95,23.0,26.63161685386114,9.413043,250.6845546049196,13.05978225,307.8465161397048,22.80234680787287
2015-01-31T00:00:00,3,40.65_-73.98,1.0,1.3830412024598802,6.5,8.989767815989222,9.0,10.767025485356632,19.769783889261028
2015-01-30T00:00:00,10,40.77_-73.94,1.0,2.6643082766374384,10.0,26.643082766374384,13.5,31.510919951561274,18.270547848653887
2015-01-30T00:00:00,19,40.78_-73.94,49.0,36.7699753882488,11.459184,421.3539136494145,15.594388,520.5945196016673,23.552790833889233
2015-01-31T00:00:00,13,40.69_-73.93,1.0,1.5750637190301724,6.5,10.23791417369612,9.0,12.346898781209976,20.59974885248002
2015-01-30T00:00:00,14,40.71_-73.98,4.0,2.5294839763474277,14.0,35.412775668863986,19.5,42.518096512108315,20.06428671303376
2015-01-29T00:00:00,6,40.67_-73.98,5.0,2.985492214810891,16.5,49.2606215443797,22.375,58.38844346650994,18.529652359150266
2015-01-30T00:00:00,16,40.8_-73.94,36.0,36.66869246280023,10.125,371.27051118585234,14.59375,475.4886767472038,28.0706822711221
2015-01-29T00:00:00,0,40.85_-73.92,1.0,1.4132864648039734,8.5,12.012934950833774,12.375,14.59467039895377,21.491296329218926
2015-01-29T00:00:00,18,40.69_-73.83,1.0,1.4880777389635236,43.0,63.987342775431514,58.25,76.90588348821397,20.189212666825483
2015-01-28T00:00:00,19,40.71_-73.94,3.0,3.486940779848494,9.666667,33.707095367515706,13.250000249999996,41.01425857613462,21.678412598140973
2015-01-27T00:00:00,5,40.77_-73.95,3.0,36.68876488679609,7.6666665,281.2805246839759,10.749999875,347.47458658056905,23.533112351437577
2015-01-30T00:00:00,9,40.74_-73.95,5.0,5.134564045926562,8.9,45.697620008746405,12.675,57.5683491806894,25.9766901857711
2015-01-31T00:00:00,2,40.79_-73.94,23.0,22.454652025869027,13.108696,294.3512071929012,17.831522,359.47737446669953,22.12532705229176
2015-01-31T00:00:00,21,40.62_-74.03,2.0,0.6414452781758145,10.0,6.414452781758145,13.5,7.588918066077713,18.30967230220466
2015-01-30T00:00:00,0,40.78_-73.92,2.0,1.742859317246247,13.25,23.092885953512774,17.9375,27.349387362511187,18.432089508288314
2015-01-28T00:00:00,23,40.75_-73.98,792.0,738.0100195189142,11.469066,8464.285622523716,15.6017995,10396.1207054468,22.823368315719563
2015-01-27T00:00:00,5,40.73_-74.0,2.0,49.45351939935911,13.25,655.2591320415082,17.9375,793.5273767864385,21.10130755662196
2015-01-31T00:00:00,15,40.73_-73.96,2.0,1.6485146139317177,9.75,16.07301748583425,13.3125,19.247255450377246,19.748861514899556
2015-01-29T00:00:00,10,40.78_-73.98,562.0,486.9270260667872,10.887011,5301.1798889863985,15.165258249999999,6605.877105302736,24.611449594965535
2015-01-29T00:00:00,11,40.72_-73.95,1.0,2.8187272748245236,20.0,56.37454549649047,27.0,66.67448380588792,18.27054784865389
2015-01-31T00:00:00,13,40.81_-73.92,2.0,1.5147688285191,8.75,13.254227249542126,12.5625,16.273109550580855,22.776750724136093
2015-01-27T00:00:00,20,40.64_-73.79,9.0,14.967583008962077,48.944443,732.5800134299128,66.70833225,870.4630656253776,18.82156893004784
2015-01-30T00:00:00,22,40.75_-73.93,8.0,9.227934619987042,13.875,128.03759285232022,19.40625,156.36768110236042,22.126383055886095
2015-01-28T00:00:00,22,40.74_-73.9,1.0,2.9541665071615277,7.0,20.679165550130694,10.25,25.406225814104772,22.859047443257218
2015-01-30T00:00:00,0,40.76_-73.98,974.0,943.9209554294081,12.010267,11336.742701602292,17.00770025,14267.58119620923,25.85256251950311
2015-01-27T00:00:00,6,40.68_-73.93,1.0,1.5057159626671892,21.0,31.620035216010972,28.75,37.65276062859321,19.07880674822124
2015-01-30T00:00:00,13,40.72_-74.02,32.0,20.220899437273417,12.34375,249.60172742884373,17.2578125,303.58031099430474,21.625885414134075
2015-01-29T00:00:00,17,40.66_-73.93,1.0,1.4880777389635236,17.5,26.041360431861662,24.125,31.595574906996276,21.328434394460515
2015-01-29T00:00:00,22,40.74_-73.92,12.0,12.373173616830831,10.083333,124.76282984531967,14.562499750000006,154.9122018212732,24.16534797530046
2015-01-31T00:00:00,22,40.82_-73.91,1.0,1.9505204801453437,16.5,32.183587922398175,22.375,38.15993267125928,18.569541603849157
2015-01-27T00:00:00,23,40.8_-73.93,6.0,4.722563262055854,7.1666665,33.845035924306416,10.374999875,42.074923736990776,24.316380786506773
2015-01-29T00:00:00,23,40.78_-73.94,7.0,11.648135979105902,9.285714,108.1612593350874,12.9642855,131.96977614255073,22.01205584497099
2015-01-30T00:00:00,23,40.85_-73.93,2.0,2.2142796062662544,26.0,57.57126976292261,35.5,68.46648998491749,18.92475234064002
2015-01-28T00:00:00,6,40.76_-73.95,3.0,10.445725431421844,13.0,135.79443060848396,17.75,163.73913396862147,20.57868149298873
2015-01-30T00:00:00,3,40.75_-73.99,217.0,202.2929660177289,14.6405525,2961.680789363276,19.980414375000002,3644.8419259836633,23.066670083890386
2015-01-28T00:00:00,23,40.63_-74.02,1.0,1.2013719763903876,26.5,31.836357374345273,35.875,37.4532000757372,17.64285604457423
2015-01-28T00:00:00,17,40.74_-73.9,2.0,2.714661466723773,33.75,91.61982450192734,46.3125,111.55125358546255,21.754493846597494
2015-01-29T00:00:00,20,40.73_-74.01,284.0,289.80712726459325,12.038733,3488.910626635459,17.02904975,4387.958658499406,25.768732079300825
2015-01-31T00:00:00,18,40.76_-74.0,430.0,366.03668879030107,10.943024,4005.5482703127955,15.207268,5091.357452590977,27.107629443032284
2015-01-31T00:00:00,5,40.64_-73.78,52.0,46.15657722223777,43.75,2019.3502534729025,59.8125,2473.4930932502566,22.4895527160934
2015-01-28T00:00:00,17,40.77_-73.97,358.0,325.13061724778,9.196927,2990.2025522927734,12.89769525,3805.905670521261,27.279192762478168
2015-01-27T00:00:00,7,40.7_-74.01,4.0,29.054064518042008,14.875,432.1792097058749,20.15625,532.5145930886479,23.216152264949883
2015-01-27T00:00:00,8,40.66_-73.96,2.0,1.7856080635701146,22.25,39.72977941443505,30.6875,48.5101533037622,22.10023317203964
2015-01-29T00:00:00,20,40.75_-73.98,1663.0,1410.2678332186122,11.279615,15907.278205590155,15.45971125,19627.9613429562,23.38981621669582
2015-01-30T00:00:00,19,40.77_-73.93,8.0,11.147737304215505,8.5,94.75576708583179,12.375,120.91494365438453,27.606949289806497
2015-01-30T00:00:00,7,40.65_-73.8,5.0,3.5046150726995444,46.3,162.2636778659889,62.724999999999994,196.14596253870732,20.88100375778569
2015-01-30T00:00:00,10,40.75_-73.89,5.0,2.9227693253916716,9.3,27.181754726142547,12.975000000000001,32.66110848968517,20.158204717640082
2015-01-29T00:00:00,23,40.76_-73.91,3.0,5.796464514528881,7.5,43.47348385896661,10.625,52.612718128955024,21.022548594534605
2015-01-27T00:00:00,10,40.69_-73.99,10.0,11.199123630511517,13.15,147.26847574122644,17.8625,177.08383982454967,20.245584761611475
2015-01-30T00:00:00,20,40.72_-74.01,538.0,552.3602454628746,11.432157,6314.66904669012,15.57411775,7762.786092506707,22.93258815480802
2015-01-30T00:00:00,6,40.87_-73.92,3.0,1.5230781631154238,14.833333,22.592325578519397,20.12499975,26.785156858616133,18.55865287318295
2015-01-31T00:00:00,19,40.8_-73.93,10.0,15.327546900006292,10.0,153.2754690000629,13.5,187.95307318511732,22.624366711309932
2015-01-29T00:00:00,18,40.74_-73.9,1.0,4.284023672860983,13.5,57.83431958362328,19.125,71.66582951180852,23.91574765254412
2015-01-29T00:00:00,4,40.77_-73.93,4.0,2.6482719141872395,13.0,34.42753488443412,17.75,41.51226763418939,20.57868149298871
2015-01-29T00:00:00,0,40.74_-73.93,5.0,3.3734639637919703,6.0,20.240783782751823,9.0,25.612094369261893,26.537068149936122
2015-01-31T00:00:00,3,40.69_-73.99,21.0,27.932973496256494,10.857142,303.27225973109324,15.1428565,375.8581171283789,23.934222490921663
2015-01-27T00:00:00,11,40.71_-74.02,26.0,35.73188783747903,10.25,366.25185033416005,14.6875,457.9080260787321,25.025450563852992
2015-01-28T00:00:00,10,40.77_-73.97,327.0,220.29922244292283,9.122324,2009.6408840724137,12.841743000000001,2520.209013945615,25.405938639074975
2015-01-30T00:00:00,2,40.7_-74.01,26.0,23.86754764642499,19.057692,454.8603718408923,26.293269,556.8175137899872,22.415041683331985
2015-01-30T00:00:00,2,40.84_-73.94,5.0,4.86057718244435,10.4,50.55000269742125,14.8,62.29328307809161,23.231018306690284
2015-01-31T00:00:00,11,40.77_-73.87,224.0,168.2755044403259,29.861607,5024.976981323767,40.39620525,6116.6434792250175,21.724805943562043
2015-01-29T00:00:00,12,40.71_-73.95,1.0,3.3063851565642084,15.5,51.24896992674523,21.625,61.57984220026033,20.158204717640068
2015-01-31T00:00:00,23,40.86_-73.93,3.0,1.8528192080892139,6.8333335,12.660931564079496,10.125000125,15.779867356580684,24.634331026241107
2015-01-31T00:00:00,9,40.76_-73.95,22.0,29.393027902736783,12.818182,376.7651811883584,17.6136365,470.7233088162218,24.938113265007463
2015-01-30T00:00:00,0,40.87_-73.91,2.0,1.539008028314101,9.25,14.235824261905433,12.9375,16.997129787942622,19.396878433139594
2015-01-29T00:00:00,12,40.71_-73.98,2.0,1.7674824585706577,7.25,12.814247824637269,10.4375,15.623428730444468,21.9223238402346
2015-01-30T00:00:00,10,40.74_-73.98,620.0,635.3287204717246,10.768548,6841.567822178349,15.076411,8551.501735723485,24.993305014123123
2015-01-31T00:00:00,19,40.7_-73.95,2.0,1.6394639529632389,9.5,15.57490755315077,13.125,19.152186543671974,22.968219736222633
2015-01-30T00:00:00,7,40.64_-73.8,1.0,1.5385919128411667,52.0,80.00677946774067,71.0,97.139632719147,21.414251848887915
2015-01-29T00:00:00,15,40.67_-73.98,1.0,2.402674519406195,25.5,61.26820024485798,35.125,73.17246266161759,19.429756985164076
2015-01-28T00:00:00,18,40.74_-73.92,3.0,10.903215335562146,13.0,141.74179936230792,17.75,174.12701032656278,22.84803149808663
2015-01-31T00:00:00,5,40.75_-74.01,2.0,12.52130460813759,35.25,441.3759874368501,48.4375,537.4287189186516,21.762110811600113
2015-01-28T00:00:00,9,40.67_-73.8,2.0,1.4841949674951627,52.0,77.17813830974846,71.0,93.70525921968105,21.41425184888793
2015-01-29T00:00:00,23,40.76_-73.83,1.0,1.73669092613315,7.0,12.15683648293205,10.25,14.935773502164686,22.85904744325719
2015-01-28T00:00:00,2,40.66_-73.96,3.0,1.7486977747569126,17.5,30.60221105824597,24.125,36.562386819379405,19.476291271206776
2015-01-31T00:00:00,18,40.69_-73.81,1.0,2.798861595314739,52.0,145.54080295636643,71.0,177.74758202757266,22.129037642359247
2015-01-27T00:00:00,8,40.73_-73.87,3.0,1.687915207115305,18.166666,30.663791803984566,24.6249995,37.07832985147214,20.9189329502754
2015-01-31T00:00:00,6,40.72_-73.81,1.0,1.3279411467772484,19.5,25.894852362156342,26.625,30.80602416916105,18.965822775580165
2015-01-29T00:00:00,5,40.71_-73.94,1.0,3.8259550919859793,24.5,93.7358997536565,33.375,111.35092253289616,18.79218402504589
2015-01-31T00:00:00,8,40.73_-73.98,290.0,262.86577098733216,10.318966,2712.502953382067,14.739224499999994,3512.531805752238,29.494119126125195
2015-01-28T00:00:00,6,40.79_-73.98,126.0,79.6714570728392,11.198413,892.1938806134245,15.39880975,1090.1261572377668,22.184895113633228
2015-01-28T00:00:00,13,40.73_-74.0,317.0,304.3687899277914,10.77918,3280.8459730138507,15.084385000000001,4099.704924100227,24.958774591120353
2015-01-28T00:00:00,2,40.75_-73.94,8.0,4.300398655743247,13.375,57.517832020565926,19.03125,70.875191769167,23.22298890511912
2015-01-30T00:00:00,7,40.68_-73.95,2.0,2.6045962084170946,24.75,64.4637561583231,33.5625,77.96692952740634,20.946923005726546
2015-01-27T00:00:00,23,40.74_-73.92,15.0,11.5954922476887,8.7,100.88078255489168,12.524999999999999,125.0573435571509,23.965477259362224
2015-01-29T00:00:00,5,40.76_-73.94,3.0,2.6039241707861973,14.833333,38.62487433202053,20.12499975,46.41482566031092,20.168224396868556
